Song Name,Artist Name,Album Name,Release Date,Popularity Score,Length (ms),Grammy_won
Tradiciones,Afro-Peruvian Jazz Orchestra,,,,,0
Trane’s Delight,Poncho Sanchez,Trane's Delight,2019-09-20,6.0,279400.0,0
Viento y Tiempo - En Vivo,Gonzalo Rubalcaba,Viento Y Tiempo - Live at Blue Note Tokyo,2020-05-29,7.0,484863.0,0
City of Dreams,Chico Pinheiro,City of Dreams,2020-07-17,8.0,332466.0,0
Come Together,Gordon Nance,"Hip Hop Zone, Set 12",2021-09-10,0.0,159541.0,0
Won't Let Go,nan,,,,,0
Release (Live),nan,,,,,0
Wonderful Is Your Name,nan,,,,,0
Sunday Morning,Nano Synthetic,Substance,2014-04-07,0.0,405070.0,0
The Blessing (Live),Nancy Orr & Dan O'neal,Breaking Free (Mostly Live),2019-12-08,0.0,230000.0,0
Famous For (I Believe),nan,,,,,0
Holy Water,TME Nana,Holy Water,2018-06-14,5.0,189491.0,0
Kierra,Kierra Sheard,,,,,0
Choirmaster,Ricky Dillard,,,,,0
My Tribute (feat. Dayanna Redic),Myron Butler & Levi,My Tribute,2020-06-26,3.0,332386.0,0
2econd Wind (feat. Kelontae Gavin) - Live,Anthony Brown & group therAPy,2econd Wind: Ready,2019-10-18,12.0,569960.0,0
Holy Water,We The Kingdom,Holy Water,2020-08-07,57.0,242666.0,0
All Of My Best Friends,nan,,,,,0
Citizen of Heaven,Tauren Wells,Citizen of Heaven,2020-01-24,38.0,184757.0,0
Run To The Father,Cody Carnes,Run To The Father,2020-03-13,59.0,308000.0,0
20/20,The Crabb Family,,,,,0
Something Beautiful,Ernie Haase & Signature Sound,Something Beautiful,2020-04-17,11.0,186626.0,0
What Christmas Really Means (feat. Leif Shires),The Erwins,What Christmas Really Means,2019-10-18,4.0,331520.0,0
It's A Beautiful Day,Mark Bishop,Beautiful Day,2019-11-22,8.0,188000.0,0
3:33,Debi Nova,3:33,2020-05-22,26.0,213066.0,0
Pausa,Ricky Martin,,,,,0
Mesa Para Dos,Kany García,,,,,0
Por Primera Vez,Camilo,Por Primera Vez,2020-04-17,62.0,182708.0,0
Sobrevolando,Cultura Profética,Sobrevolando,2019-11-01,40.0,267764.0,0
Miss Colombia,Lido Pimienta,,,,,0
Monstruo,Cami,Monstruo,2020-03-06,35.0,182040.0,0
Aura,Bajofondo,Aura,2019-09-27,16.0,183265.0,0
Bailando Sones Y Huapangos Con Mariachi Sol De Mexico De Jose Hernandez,Mariachi Sol De Mexico De Jose Hernandez,,,,,0
AYAYAY!,Christian Nodal,Te Fui Infiel,2023-02-22,0.0,130759.0,0
El Son de la Negra / Cielito Lindo / Volver Volver / Si,Lupita Infante,La Serenata Deluxe Edition,2020-08-07,7.0,431032.0,0
Hecho En México,Alejandro Fernández,,,,,0
Sigo Cantando al Amor,Jorge Celedón,Sigo Cantando al Amor (Deluxe),2020-05-22,10.0,240476.0,0
Memorias De Navidad,Víctor Manuelle,,,,,0
Infinito,Edwin Bonilla,Infinito,2019-11-15,4.0,310234.0,0
Rancho Mio,José Alberto “El Ruiseñor”,Mi Tumbao,2020-01-06,0.0,298794.0,0
Deep In Love,Bonny Light Horseman,Bonny Light Horseman,2020-01-24,55.0,309072.0,0
I'll Be Gone,Norah Jones,,,,,0
Short and Sweet,Brittany Howard,Jaime,2019-09-20,34.0,224755.0,0
Colors,Black Pumas,Black Pumas,2019-06-21,63.0,246586.0,0
Man Without A Soul,nan,,,,,0
Hometown Streets,Nanci Griffith,Late Night Grande Hotel,1991-01-01,4.0,253533.0,0
Ceiling To The Floor,nan,,,,,0
Cabin In The Air,Nancy Wilson,Almost Famous (Music From The Motion Picture / 20th Anniversary / Super Deluxe),2021-07-09,19.0,101346.0,0
Good Souls,Lucinda Williams,Good Souls Better Angels,2020-04-24,13.0,454980.0,0
El Dorado,Marcus King,,,,,0
Terms of Surrender,Hiss Golden Messenger,Terms of Surrender,2019-09-20,35.0,191606.0,0
Old Flowers,nan,,,,,0
"The John Hartford Fiddle Tune Project, Vol. 1",nan,,,,,0
North Carolina Songbook,Steep Canyon Rangers,,,,,0
Mighty Hard To Travel,Thomm Jutz,"To Live in Two Worlds, Vol. 1",2020-03-27,0.0,240123.0,0
Hey Man,Danny Barnes,Man On Fire,2020-03-06,3.0,200173.0,0
That's What I Heard,Robert Cray Band,,,,,0
Cypress Grove,"Jimmy ""Duck"" Holmes",Cypress Grove,2019-10-18,11.0,128821.0,0
Your Love is to Blame,Don Bryant,You Make Me Feel,2020-06-19,11.0,204267.0,0
All My Dues Are Paid,Frank Bey,All My Dues Are Paid,2020-01-17,11.0,251813.0,0
Up and Rolling,North Mississippi Allstars,Up and Rolling,2019-10-04,46.0,303920.0,0
Live At The Paramount,nan,,,,,0
Blackbirds,Bettye LaVette,,,,,0
The Juice (feat. Marcus King),G. Love & Special Sauce,The Juice,2020-01-17,27.0,187026.0,0
Bonny Light Horseman,Bonny Light Horseman,Bonny Light Horseman,2020-01-24,43.0,270676.0,0
Saturn Return,The Secret Sisters,,,,,0
Song For Our Daughter,Laura Marling,Song For Our Daughter,2020-04-10,34.0,246773.0,0
Thanks for the Dance,Leonard Cohen,Thanks for the Dance,2019-11-22,42.0,253493.0,0
Lovely Sunrise Haleakalā,Nā Wai ʻEhā,Lovely Sunrise,2019-11-20,8.0,213967.0,0
"My Relatives \""Nikso Kowaiks\""",Black Lodge Singers,,,,,0
All the Cajuns Are Happy- Tout Les Cadien Content,Sweet Cecilia,A Tribute to Al Berard,2020-02-10,0.0,207853.0,0
Cameron Dupuy And The Cajun Troubadours,Cameron Dupuy,,,,,0
"One World, One Prayer (feat. Skip Marley, Farruko, Shaggy & Cedella Marley)",The Wailers,"One World, One Prayer (feat. Skip Marley, Farruko, Shaggy & Cedella Marley)",2020-05-22,44.0,196201.0,0
It All Comes Back To Love,Maxi Priest,It All Comes Back To Love,2019-09-20,17.0,283667.0,0
Higher Place,Skip Marley,Higher Place,2020-08-28,53.0,203077.0,0
Upside Down 2020,Buju Banton,,,,,0
Fu Chronicles,Antibalas,,,,,0
Amadjar,Tinariwen,,,,,0
Love Letters,Anoushka Shankar,,,,,0
Agora,Bebel Gilberto,Agora,2020-08-21,11.0,186680.0,0
Wild Life,Justin Roberts,Wild Life,2020-02-28,9.0,163771.0,0
Charlotte's Web (E.B. White),nan,,,,,0
Catch And Kill,Ronan Farrow,,,,,0
Alex Trebek - The Answer Is...,Ken Jennings,,,,,0
Acid For The Children: A Memoir,Flea,,,,,0
23 Hours To Kill,Jerry Seinfeld,,,,,0
Paper Tiger,Bill Burr,,,,,0
The Caesar Cocktail - Canadian American,Jim Gaffigan,The Pale Tourist,2020-07-24,31.0,153952.0,0
I Love Everything,Patton Oswalt,,,,,0
American Utopia On Broadway,nan,,,,,0
Soft Ocean Music for Power Nap and Instant Rest,Nano Sounds,A Sleepy Water,2022-04-19,0.0,131000.0,0
The Prince Of Egypt,nan,,,,,0
Little Shop Of Horrors,nan,,,,,0
Amèlie,Nannarao,Amèlie,2019-11-19,0.0,212000.0,0
Frozen 2,nan,,,,,0
Eurovision Song Contest: The Story Of Fire Saga,nan,,,,,0
Bill & Ted Face The Music,nan,,,,,0
A Beautiful Day In The Neighborhood,nan,,,,,0
Star Wars: The Rise Of Skywalker,nan,,,,,0
1917,nan,,,,,0
Becoming,Nancy Joie Wilkie,Meditations on the Day,2016-02-28,0.0,251453.0,0
Ad Astra,nan,,,,,0
Stand Up [From Harriet],nan,,,,,0
Into The Unknown [From Frozen 2],nan,,,,,0
Carried Me With You [From Onward],nan,,,,,0
Beautiful Ghosts [From Cats],nan,,,,,0
Strata,nan,,,,,0
Plumfield,nan,,,,,0
Be Water II,nan,,,,,0
Baby Jack,nan,,,,,0
Uranus: The Magician,nan,,,,,0
Lift Every Voice And Sing,nan,,,,,0
Honeymooners,nan,,,,,0
Bathroom Dance,nan,,,,,0
Desert Song,Nancy K. Dillon,Roses Guide To Time Travel,2010-03-28,0.0,214653.0,0
Slow Burn,The Nancy McKeen Bluz Machine,Three Jacks and a Jill,2010-11-20,0.0,175000.0,0
From This Place,nan,,,,,0
Asas Fechadas,nan,,,,,0
Funerali d'altri tempi,Nanni Svampa,"Brassens in Italiano (Donne, Gorilla, Fantasmi e Lillà)",2016-02-28,6.0,268386.0,0
On the Way,Nando Les Paul,Circles,2019-09-09,2.0,174039.0,0
Merciful Healer (feat. Trevor Woods),Nancy Dufresne,Merciful Healer,2013-09-20,1.0,310970.0,0
Everyday Life,nan,,,,,0
pvz2 modern times final wave,nanoforo,pvz2 modern times final wave,2021-06-30,25.0,910797.0,0
The Story Of Ghostly International,nan,,,,,0
"Giants Stadium 1987, 1989, 1991",nan,,,,,0
Flaming Pie (Collector's Edition),nan,,,,,0
Out Of A Clear Blue Sky,nan,,,,,0
The Missing Link: How Gus Haenschen Got Us From Joplin To Jazz And Shaped The Music Business,nan,,,,,0
"The Bakersfield Sound: Country Music Capital Of The West, 1940-1974",nan,,,,,0
"At The Minstrel Show: Minstrel Routines From The Studio, 1894-1926",nan,,,,,0
1999 Super Deluxe Edition,nan,,,,,0
Throw Down Your Heart: The Complete Africa Sessions,nan,,,,,0
Souvenirs,NANOG,Les Pages du Temps,2016-09-16,0.0,270493.0,0
Hittin' The Ramp: The Early Years (1936 - 1943),nan,,,,,0
"Celebrated, 1895-1896",nan,,,,,0
25 Trips,nan,,,,,0
Celui Que J'Aime,Nana Mouskouri,Super Best (Remastered),2011-11-15,5.0,174576.0,0
Intro/Expectations,Aparna Nancherla,Just Putting It Out There,2016-07-08,9.0,86351.0,0
Black Hole Rainbow,nan,,,,,0
Flying Lotus,nan,,,,,0
Dave Cobb,nan,,,,,0
Dan Auerbach,nan,,,,,0
Jack Antonoff,nan,,,,,0
Young & Alive (Bazzi Vs. Haywyre Remix),nan,,,,,0
Praying For You (Louie Vega Main Remix),nan,,,,,0
Imaginary Friends (Morgan Page Remix),nan,,,,,0
Do You Ever (RAC Mix),nan,,,,,0
Mutt Slang II - A Wake Of Sorrows Engulfed In Rage,nan,,,,,0
Fryd,nan,,,,,0
Dear Future Self (Dolby Atmos Mixes),nan,,,,,0
Bolstad: Tomba Sonora,nan,,,,,0
Gershwin: Porgy And Bess,nan,,,,,0
Ives: Complete Symphonies,nan,,,,,0
Hynes: Fields,nan,,,,,0
Danielpour: The Passion Of Yeshua,nan,,,,,0
Elaine Martone,nan,,,,,0
Dmitriy Lipay,nan,,,,,0
Jesse Lewis,nan,,,,,0
Blanton Alspaugh,nan,,,,,0
Lutoslawski: Symphonies Nos. 2 & 3,nan,,,,,0
Copland: Symphony No. 3,nan,,,,,0
Concurrence,nan,,,,,0
Aspects Of America - Pulitzer Edition,nan,,,,,0
Handel: Agrippina,nan,,,,,0
"Floyd, C.: Prince Of Players",nan,,,,,0
Zemlinsky: Der Zwerg,nan,,,,,0
Dello Joio: The Trial At Rouen,nan,,,,,0
Once Upon A Time,!nancie!,sugarhigh,2021-04-16,0.0,89051.0,0
Moravec: Sanctuary Road,nan,,,,,0
Kastalsky: Requiem,nan,,,,,0
Carthage,nan,,,,,0
The Schumann Quartets,nan,,,,,0
"Hearne, T.: Place",nan,,,,,0
Hynes: Fields,nan,,,,,0
Healing Modes,nan,,,,,0
Bohemian Tales,nan,,,,,0
Destination Rachmaninov - Arrival,nan,,,,,0
Beethoven: Complete Piano Sonatas,nan,,,,,0
Adès: Concerto For Piano And Orchestra,nan,,,,,0
My One And Only Love,Nancy Wilson,Great Ladies Of Song / Spotlight On Nancy Wilson,1995-01-01,2.0,180866.0,0
Farinelli,nan,,,,,0
Clairières - Songs By Lili & Nadia Boulanger,nan,,,,,0
"American Composers At Play - William Bolcom, Ricky Ian Gordon, Lori Laitman, John Musto",nan,,,,,0
"Woolf, L.P.: Fire And Flood",nan,,,,,0
Serebrier: Symphonic Bach Variations; Laments And Hallelujahs; Flute Concerto,nan,,,,,0
Saariaho: Graal Théâtre; Circle Map; Neiges; Vers Toi Qui Es Si Loin,nan,,,,,0
Adès Conducts Adès,nan,,,,,0
"Hearne, T.: Place",nan,,,,,0
"Floyd, C.: Prince Of Players",nan,,,,,0
Danielpour: The Passion Of Yeshua,nan,,,,,0
Adès: Concerto For Piano And Orchestra,nan,,,,,0
Goliath,Woodkid,S16,2020-10-16,44.0,230826.0,0
Adore You,Harry Styles,Fine Line,2019-12-13,82.0,207133.0,0
Lockdown,Anderson .Paak,Lockdown,2020-06-19,51.0,212613.0,0
Life Is Good (feat. Drake),Future,Life Is Good (feat. Drake),2020-01-10,73.0,237735.0,0
Black Is King,Beyoncé,,,,,0
That Little Ol' Band From Texas,ZZ Top,,,,,0
We Are Freestyle Love Supreme,Freestyle Love Supreme,,,,,0
Beastie Boys Story,Beastie Boys,,,,,0
bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,79.0,194087.0,1
when the party's over,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,80.0,196077.0,1
Bad Guy,nanskimusic,Beast Mode,2021-07-03,0.0,208065.0,1
BILLIE EILISH,JAZZY NANU,BILLIE EILISH,2022-09-08,11.0,100200.0,1
Truth Hurts,Lizzo,Cuz I Love You (Super Deluxe),2019-04-19,72.0,173325.0,1
Old Town Road - Remix,Lil Nas X,7 EP,2019-06-21,74.0,157066.0,1
Don't Look Now,Elvis Costello & The Imposters,Look Now (Deluxe Edition),2018-10-12,34.0,148640.0,1
when the party's over,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,80.0,196077.0,1
Got To Keep On,The Chemical Brothers,No Geography,2019-04-12,49.0,316680.0,1
No Geography,The Chemical Brothers,No Geography,2019-04-12,42.0,190106.0,1
Mettavolution,Rodrigo y Gabriela,Mettavolution,2019-04-26,24.0,244293.0,1
This Land,Gary Clark Jr.,This Land,2019-02-22,37.0,341666.0,1
7empest,TOOL,Fear Inoculum,2019-08-30,53.0,943528.0,1
This Land Is Your Land,Nancy Cassidy,Jubilee,1990-01-01,2.0,142333.0,1
Social Cues,Cage The Elephant,Social Cues,2019-04-19,62.0,219053.0,1
Father Of The Bride,Vampire Weekend,,,,,1
Come Home (feat. André 3000),Anderson .Paak,Ventura,2019-04-12,53.0,266812.0,1
Jerome,Lizzo,Cuz I Love You,2019-04-19,46.0,231570.0,1
Say It Isn't So,Nanci Griffith,Flyer,1994,11.0,199000.0,1
Cuz I Love You,Lizzo,Cuz I Love You (Super Deluxe),2019-04-19,41.0,179978.0,1
Ventura,Anderson .Paak,,,,,1
Racks in the Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),2019-02-15,60.0,233277.0,1
Higher (feat. Nipsey Hussle & John Legend),DJ Khaled,Father Of Asahd,2019-05-17,46.0,176874.0,1
A Lot Of Livin' To Do - Remastered,Nancy Wilson,"Ultra-Lounge: Wild, Cool & Swingin' Too! Volume Fifteen",1997-01-01,15.0,126733.0,1
Igor,nan,,,,,1
Ride Me Back Home,Willie Nelson,Ride Me Back Home,2019-06-21,29.0,216226.0,1
Speechless,Dan + Shay,Dan + Shay,2018-06-22,68.0,213386.0,1
Bring My Flowers Now,nan,,,,,1
While I'm Livin',Tanya Tucker,,,,,1
Wings Of Love,Peter Kater,Wings,2019-08-30,16.0,310654.0,1
Sozinho,Nana Bebê,MPBabies - Canções de Ninar - Músicas Para Bebê Dormir,2022-11-25,20.0,89531.0,1
12 Little Spells (thoracic spine),Esperanza Spalding,12 Little Spells (Deluxe Edition),2019-05-10,22.0,293053.0,1
Finding Gabriel,Brad Mehldau,Finding Gabriel,2019-05-17,13.0,426291.0,1
The Struggle Is in Your Name,Brian Lynch Big Band,The Omni-American Book Club,2019-08-29,2.0,539000.0,1
Antidote,Chick Corea,Antidote,2019-06-28,13.0,554586.0,1
Somebody Loves You (feat. Elevation Theory),Nancia,Audio Heaven,2013-07-23,0.0,432916.0,1
God Only Knows,Nan Wicker,My Secret Garden,2017-03-31,0.0,299007.0,1
Long Live Love,Kirk Franklin,,,,,1
Burn The Ships,nan,,,,,1
Testimony,Gloria Gaynor,,,,,1
#Eldisco,Alejandro Sanz,,,,,1
El Mal Querer,ROSALÍA,,,,,1
"Cuando Yo Quiera Has de Volver (When I Want, You Must Return)",Mariachi Los Camperos,De Ayer para Siempre,2019-08-23,19.0,196080.0,1
Opus,Marc Anthony,,,,,1
Donde Estabas Anoche,Aymée Nuviola,A Journey Through Cuban Music,2019-05-03,24.0,238712.0,1
Saint Honesty,Sara Bareilles,Amidst the Chaos (Bonus Version),2019-05-10,41.0,274677.0,1
Calling My Name,Dustin Nantais,"Metropolitan House: Madrid, Vol. 2",2016-07-29,0.0,468006.0,1
Oklahoma,Keb' Mo',Oklahoma,2019-06-14,21.0,293106.0,1
Tall Fiddler,Michael Cleveland,Tall Fiddler,2019-08-23,27.0,194151.0,1
"Tall, Dark & Handsome",Delbert McClinton,,,,,1
This Land,Gary Clark Jr.,This Land,2019-02-22,37.0,341666.0,1
Patty Griffin,Patty Griffin,,,,,1
Good Time,Ranky Tanky,Good Time,2019-07-12,8.0,340149.0,1
Rapture,Koffee,Rapture EP,2019-03-14,53.0,181816.0,1
Celia,Angelique Kidjo,,,,,1
Ageless Songs for the Child Archetype,Jon Samson,,,,,1
Hoofdstuk 32 - Mijn verhaal - Becoming,Michelle Obama,Mijn verhaal - Becoming (Onverkort),2018-11-13,1.0,187447.0,1
Sticks & Stones,Dave Chappelle,,,,,1
Hadestown,nan,,,,,1
Always Remember Us This Way,Lady Gaga,A Star Is Born Soundtrack (Without Dialogue),2018-10-05,79.0,210200.0,1
Chernobyl,Nancy Van de Vate,Music from 6 Continents (2007 Series),2011-11-01,0.0,727133.0,1
I'll Never Love Again (Film Version),nan,,,,,1
Star Wars: Galaxy's Edge Symphonic Suite,nan,,,,,1
Moon River,Nancy LaMott,Come Rain or Come Shine,2005-01-01,15.0,187431.0,1
My Baby Cried All Night Long,Nancy Sinatra,How Does That Grab You?,1966-01-01,19.0,185666.0,1
Chris Cornell,nan,,,,,1
Woodstock: Back To The Garden - The Definitive 50th Anniversary Archive,nan,,,,,1
Stax '68: A Memphis Story,nan,,,,,1
Pete Seeger: The Smithsonian Folkways Collection,nan,,,,,1
"When We All Fall Asleep, Where Do We Go?",nan,,,,,1
Finneas,nan,,,,,1
I Rise (Tracy Young's Pride Intro Radio Remix),nan,,,,,1
Luxem,GM Nanashi,Luxem,2022-09-15,10.0,193240.0,1
Riley: Sun Rings,nan,,,,,1
Blanton Alspaugh,nan,,,,,1
Norman: Sustain,nan,,,,,1
Picker: Fantastic Mr. Fox,nan,,,,,1
Duruflé: Complete Choral Works,nan,,,,,1
Shaw: Orange,nan,,,,,1
Marsalis: Violin Concerto; Fiddle Dance Suite,nan,,,,,1
Songplay,nan,,,,,1
The Poetry Of Places,nan,,,,,1
Higdon: Harp Concerto,nan,,,,,1
Old Town Road (Official Movie),Lil Nas X,,,,,1
Yoncé - Homecoming Live,Beyoncé,HOMECOMING: THE LIVE ALBUM,2019-04-16,62.0,68351.0,1
7 rings,Ariana Grande,"thank u, next",2019-02-08,81.0,178626.0,0
"Hey, Ma",Bon Iver,"i,i",2019-08-09,60.0,216706.0,0
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),2018-12-14,79.0,158040.0,0
Old Town Road - Remix,Lil Nas X,7 EP,2019-06-21,74.0,157066.0,0
Hard Place,H.E.R.,Hard Place,2018-11-02,57.0,271733.0,0
Talk (feat. Disclosure),Khalid,Free Spirit,2019-04-05,67.0,197573.0,0
Truth Hurts,Lizzo,Cuz I Love You (Super Deluxe),2019-04-19,72.0,173325.0,0
"thank u, next",Ariana Grande,"thank u, next",2019-02-08,79.0,207320.0,0
Cuz I Love You,Lizzo,Cuz I Love You (Super Deluxe),2019-04-19,41.0,179978.0,0
The Wolves (Act I and II),Bon Iver,"For Emma, Forever Ago",2008-02-19,51.0,322040.0,0
7,Lil Nas X,,,,,0
As I Am,H.E.R.,I Used To Know Her,2019-08-30,54.0,240120.0,0
Norman F***ing Rockwell!,Lana Del Rey,,,,,0
Father Of The Bride,Vampire Weekend,,,,,0
Truth Hurts,nan,,,,,0
Always Remember Us This Way,nan,,,,,0
Bring My Flowers Now,nan,,,,,0
Hard Place - RouteNote Sessions | Live at the Parlour,NANA,Hard Place (RouteNote Sessions | Live at the Parlour),2019-06-28,0.0,201394.0,0
Forbidden Lover,Nancy Wilson,Nancy Wilson's Greatest Hits,1960,6.0,257000.0,0
Norman F***ing Rockwell,nan,,,,,0
Someone You Loved,B0b & Nan-Z,Someone You Loved,2019-10-28,2.0,188948.0,0
Yolanda,Nana Mouskouri,Nana Latina,1996-01-01,31.0,279333.0,0
Tank And The Bangas,nan,,,,,0
Rosalia,Marimba Nandayapa,Lo Mejor De Marimba,2020-05-24,2.0,236042.0,0
Maggie Rogers,nan,,,,,0
Lizzo,nan,,,,,0
Lil Nas X,nan,,,,,0
Black Pumas,nan,,,,,0
Spirit,Beyoncé,The Lion King (Original Motion Picture Soundtrack),2019-07-11,48.0,273120.0,0
bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,79.0,194087.0,0
7 rings,Ariana Grande,"thank u, next",2019-02-08,81.0,178626.0,0
You Need To Calm Down,Taylor Swift,Lover,2019-08-23,73.0,171360.0,0
boyfriend (with Social House),Ariana Grande,boyfriend,2019-08-02,76.0,186106.0,0
Sucker,Jonas Brothers,Happiness Begins,2019-06-07,77.0,181026.0,0
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),2018-12-14,79.0,158040.0,0
Señorita,Shawn Mendes,Shawn Mendes (Deluxe),2019-06-19,78.0,190799.0,0
"Maria - From ""West Side Story""",Andrea Bocelli,Cinema,2015-09-01,32.0,193832.0,0
Love You Anymore,Michael Bublé,love (Deluxe Edition),2018-11-16,57.0,182666.0,0
The Christmas Song (Chestnuts Roasting On An Open Fire),John Legend,A Legendary Christmas,2019-11-08,45.0,255893.0,0
Walls,Barbra Streisand,Walls,2018-11-02,13.0,234853.0,0
"SPIRIT - From Disney's ""The Lion King""",Beyoncé,The Lion King: The Gift,2019-07-19,48.0,277030.0,0
"thank u, next",Ariana Grande,"thank u, next",2019-02-08,79.0,207320.0,0
No.6 Collaborations Project,Ed Sheeran,,,,,0
Lover,Taylor Swift,Lover,2019-08-23,81.0,221306.0,0
Underwater,RÜFÜS DU SOL,SOLACE,2018-10-19,62.0,349293.0,0
Midnight Hour with Boys Noize & Ty Dolla $ign,Skrillex,Midnight Hour with Boys Noize & Ty Dolla $ign,2019-08-29,52.0,198839.0,0
Linked,Bonobo,Linked,2019-07-01,49.0,369461.0,0
Piece Of Your Heart,MEDUZA,Piece Of Your Heart,2019-02-01,73.0,152913.0,0
Solace,RÜFÜS DU SOL,SOLACE,2018-10-19,40.0,217426.0,0
Weather,Tycho,Weather,2019-07-12,33.0,254703.0,0
LP5,Apparat,,,,,0
High Beams,Flume,Hi This Is Flume (Mixtape),2019-03-22,44.0,203882.0,0
Ancestral Recall,Christian Scott aTunde Adjuah,Ancestral Recall,2019-03-22,11.0,367450.0,0
Star People Nation,Theo Croker,,,,,0
Beat Music! Beat Music! Beat Music!,Mark Guiliana,,,,,0
Elevate,Lettuce,,,,,0
Pretty Waste,BONES UK,Bones UK,2019-07-12,43.0,170500.0,0
History Repeats - Jungle Remix,Brittany Howard,Jaime (Reimagined),2021-07-23,32.0,232935.0,0
Woman,Karen O,Lux Prima,2019-03-15,33.0,174866.0,0
Too Bad,Rival Sons,Feral Roots,2019-01-25,42.0,284786.0,0
Astorolus - the Great Octopus,Candlemass,The Door to Doom,2019-02-22,32.0,402520.0,0
Humanicide,Death Angel,Humanicide,2019-05-31,35.0,342280.0,0
Bow Down,I Prevail,TRAUMA,2019-03-29,61.0,242680.0,0
Unleashed,Killswitch Engage,Atonement,2019-08-16,43.0,275177.0,0
Fear Inoculum,nan,,,,,0
Give Yourself A Try,nan,,,,,0
Sleep in Harmony With the Universe,Naneaster Hall,Sleep in Harmony With the Universe,2015-09-25,0.0,4082323.0,0
History Repeats,nan,,,,,0
It Was Written In Blood - L' Amour La Morgue Remix,Bring Me The Horizon,Suicide Season (Deluxe Edition),2010-04-13,19.0,297600.0,0
In the End,The Cranberries,In the End,2019-04-26,41.0,176880.0,0
Trauma,I Prevail,,,,,0
Feral Roots,Rival Sons,Feral Roots,2019-01-25,39.0,355986.0,0
The Wolves (Act I and II),Bon Iver,"For Emma, Forever Ago",2008-02-19,51.0,322040.0,0
U.F.O.F.,Big Thief,,,,,0
Assume Form,James Blake,Assume Form,2019-01-18,34.0,289600.0,0
Anima,Thom Yorke,,,,,0
LOVE AGAIN,Daniel Caesar,CASE STUDY 01,2019-06-28,59.0,214277.0,0
Could've Been,H.E.R.,,,,,0
Exactly How I Feel,Lizzo,Alt R&B,2023-02-21,0.0,143190.0,0
Roll Some Mo,Lucky Daye,Painted,2019-05-24,54.0,292884.0,0
Time Today - Remix,BJ The Chicago Kid,Time Today (Remix),2019-10-09,30.0,199622.0,0
Steady Love,India.Arie,Worthy,2019-02-15,38.0,262013.0,0
Real Games,Lucky Daye,Painted,2019-05-24,46.0,331307.0,0
BUILT FOR LOVE (feat. Jazmine Sullivan),PJ Morton,PAUL,2019-08-09,49.0,205308.0,0
No Guidance,nan,,,,,0
Could've Been,nan,,,,,0
Oh! Look At Me Now,Nancy Wilson,But Beautiful,1969,47.0,142400.0,0
Roll Some Mo,nan,,,,,0
Apollo XXI,Steve Lacy,,,,,0
Overload,Georgia Anne Muldrow,Overload,2018-10-26,15.0,236280.0,0
Saturn (feat. Kwabs),Nao,Saturn,2018-10-26,39.0,290333.0,0
F*** Being Friends,Jessie Reyez,Being Human In Public,2018-10-19,47.0,151226.0,0
1123's Playa's Intro,BJ The Chicago Kid,1123,2019-07-26,0.0,10785.0,0
Painted,Lucky Daye,,,,,0
Ella,Ella,Mixtape Sem Mais,2012-08-02,0.0,191164.0,0
Dad's Interlude: ORIGIN (feat. Bishop Paul S. Morton),PJ Morton,Gospel According To PJ,2020-08-28,16.0,57790.0,0
"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville,Revenge Of The Dreamers III,2019-07-05,64.0,169146.0,0
MIDDLE CHILD,J. Cole,MIDDLE CHILD,2019-01-23,78.0,213593.0,0
Suge,DaBaby,Baby On Baby,2019-03-01,68.0,163320.0,0
Clout (feat. Cardi B),Offset,FATHER OF 4,2019-02-22,65.0,205803.0,0
The London (feat. J. Cole & Travis Scott),Young Thug,The London (feat. J. Cole & Travis Scott),2019-05-23,65.0,200106.0,0
Ballin' (with Roddy Ricch),Mustard,Perfect Ten,2019-06-28,76.0,180434.0,0
Drip Too Hard (Lil Baby & Gunna),Lil Baby,Drip Harder,2018-10-05,81.0,145542.0,0
Panini,Lil Nas X,Panini,2019-09-13,67.0,114893.0,0
Gold Roses,nan,,,,,0
Bad Idea,nan,,,,,0
Racks In The Middle,nan,,,,,0
Sugest Risala Hati,Nanda Team,Nanda Team 1,2019-05-14,0.0,297653.0,0
"Revenge (with Lute & Omen feat. Ari Lennox, EARTHGANG, Childish Major & REASON)",Dreamville,Revenge Of The Dreamers III: Director's Cut,2020-01-16,34.0,333226.0,0
can't leave without it,21 Savage,i am > i was,2018-12-21,69.0,205351.0,0
Championships,Meek Mill,Summer Rap,2023-02-22,0.0,261742.0,0
The Lost Boy,YBN Cordae,,,,,0
